리뷰,별점
맛있습니다역시 배달도빠르구요,5
가마로는 언제나 맛있네여,5
맛있어요맛있어요,5
솔직히 너무 맛있네요,5
맛있어서 오늘 재주문합니다,5
바삭바삭한게 맛있어요,5
맛있는 가마로 닭강정,5
잘 먹엇습니다,4
요기요 행사 시엔 배달 해주시는 것 만으로도 감사하죠 잘먹었습니다,4
치킨은 항상 여기 시켜먹어요 밥이랑 먹으면 딱 좋아요,5
항상 맛있게 먹고 있어요 봉인씰도 두개나 붙여주시고 보안튼튼 맛튼튼,5
넘 맛있어요 가마로는 지점별로 맛이 차이가 있는데 여기는 맛있게 잘하네요,5
예상시간 맞춰서 배송 받았습니다 양념은 살짝 매콤하고 간장은 짭잘해서 맥주 안주로도 좋네요,5
너무 맛있게 먹었어요 비오는 날인거 감안해서 배달도 빠르고 양도 많고 잘먹었습니다,5
항상 맛있게 먹어요,5
맛있어요 다음에 또 주문할게요,5
맛있어요 언제나,4
달콤매콤 조합은 존맛탱,5
비오는데 배달도 제시간에 와주셔서 감사합니다 튀기자 마자 가져다주셔서 맛있네요 많이 파세요,5
가마로 닭강정 맛 다 아니까맛있게 먹었습니다,4
가마로는 역시 최곱니다 달큰하고 짭조름하고 고소하고 맛있어요,5
항상 맛있게 먹고 있어요,5
맛있게 잘 먹었습니다,5
배고팠는데 빠른배달 좋아요 달콤한맛과 매운맛이 조화롭게 위장속으로 거부감없이 계속 넣을 수 있어요 말랑한 떡이 입근육을 잘 움직이게하네요 닭강정은 가마로,5
정말 맛있게먹었오요,5
맛있어엉 또시킬까 맛나게 먹었습니다,5
애들이 맛있게 먹었어요,5
오늘도 맛있게 잘 먹었습니다 담에 또 주문할때는 사진을 꼭 올릴께요 감기조심하세요,5
첨시켯는데 바삭하고 맛잇네요,5
부드러우면서 바삭하고 정말맛났어요 떡도 끝내주네요,5
오래전에 집 주변에 가마로 강정 매장이 없어져서 평소에 문뜩 먹고싶었었어요 마침 철산역에 있는 매장을 발견해서 배달해먹었는데 제가 기억하는 예전 그 맛 그대로였습니다 너무 맛있게 먹었습니다 배달해주신 분도 친절하셔서 좋았어요 다음에 또 시켜 먹을게요,5
매콤이 맛있네용 단골될 것 같아여,5
한번도 실패가 없던 최강의 맛이였는데 저날은 덜 바삭하고 지방도 많은 고기같고 맛이 저번보다는 덜했어요 아무튼 여긴 맛나요,3
항상 시켜먹지만 깔끔하고 맛있어서 좋아요,5
맛과 음식이 문제가 아닙니다 주문후 도착까지 정확하게 1 시간 30 분 걸림요 배달완료시간도 이미 20 분을 초과하시고,1
맛있어요 또 시켜먹으려구용,5
맛있게 잘 먹었어요배달도빠르더라구요,5
옆건물로 음식이 배달됬네요 강정은 맛있습니다,4
양이 조금더 많았으면 좋겠어요,5
땡쵸 쫌 맵고 바삭하게 맛있네요,5
항상 시켜먹는거라 맛나요 따뜻하게 왔네요,5
너무멀리서시켜서죄송한데여기까지와주셔서정말감사합니다,5
두번째 시켜먹는데 갈릭도 맛있어요 양도 많고 다음에도 시켜먹을께요,5
거리가좀있는데 배달잘해주셔서 좋았습니다 음식도 기대이상이내요,5
맛있게 잘먹었습니다,5
자꾸자꾸 땡기는 맛이다 대박이다,5
맛은 어른아이모두 좋아할맛이예요 배송시간은 일반적이고 친절도는 다른곳 배달분들은 그냥 주고만가시는데 여기는 큰소리로 인사하셔서 저도 큰소리로인사 자주이용할께요,4
배달예정시간보다 많이 일찍와서 기분좋게 맛있게 잘먹었습니다,5
이번에도 맛있게 잘 먹었습니다,5
항상 가마로만시켜먹어요반반먹는데 첨으로 양파도 시켜봤어요 역시 맛있고용 요기요로 시켜도 무랑 콜라 서비스오는데배민은 메뉴에 써있고 요기요는 안써잇어서 헷갈리네용그리고 소스시켯는데 안왔어요 어떡하죠 환불해주시나요,5
많이 바쁜시가 배달이 좀 늦어서배가 많이 고파네요,3
맛있네요 다음에 또 먹어야겠어요,5
배달로 시키니까 치킨무하고 콜라 500 하고 같이 왔네요,4
중독되는 맛,5
불강정과 달콤강정의 적절한 조화 굿입니다,5
배달도 시간안에 왓구 요청사항도 잘들어주시구 배달기사님두 친철히 주고가시구 제일중요한 맛도 굿굿 이제 닭강정은 여기서만 먹을듯해여 잘먹었습니다,5
배달도 빨리해주시고 늘 맛있어서 자주 시켜요,5
존맛탱,5
맛있었어요,4
맛있게 잘먹었어요,5
늘 그럿듯이 맛있어요,5
그럭저럭 먹을만 한데,3
배달이 늦네요 시간 맞춰온적이 잘 없어요,4
맛있게먹었어요 근데 배달이 정말 70 분만에왓어요 그래서별빼요,4
매콤한맛이 먹고싶었지만 아이들이랑 함께 먹을거라 달콤강정으로 주문했어요 양념은 맛있는데 달콤강정이라 그런가 많이 단 편이에요 개인적인 입맛으로 조금만 덜 달게하면 더 좋을거 같아요 그리고 양이 좀 적은거 같아요 순살이라 그런것도 있겠지만 상자열고 양보고 좀 실망했어요 전체적으로 무난하지만 아쉬운부분이 있네요,4
양념도 맛있고 튀기기도 진짜 잘 튀겼어요근데 닭내남 브라질닭 특유의 잡내가 계속 나요,4
오늘도 역시 가마로 강정입니다 맨날 먹고 싶어요 아이들도 잘 먹어요,5
항상 맛있게 먹고 있어요 특히 파닭이랑 간장인가 고거 넘 맛나요,5
식어서 와서 맛이 없엇어요,4
소스 추가해서 먹으세요 맛있어요,5
달달하고 맛있어요,5
배달도 빠르고 맛있게 잘 먹었어요,4
생각날때마다 시킵니당 매운맛은 여전히 저한텐 좀 매워유 덜매운맛이 있으면 좋겠어요 달콤한맛은 제 입맛엔 쫌 짜서여,5
닭강정은 가마로,5
맛이 좋으네요,4
배달도 빠르고 역시 가마로 그 맛이에요 맛있게 잘먹었습니다,5
배달도친절하시고 잘먹었습니다,5
체인점이지만 여기는 맛이 좋네요,4
맥주한잔 하려고 시켰는데 너무 맛있어서 기분 좋아졌습니다 감사합니다,5
아이들이 너무 좋아하네요 당연히 제 입맛에도 최고구요,5
양이 육안으로는 항상 적어보임 먹다보면 배달굿 맛 굿,5
맛있네요 닭강정은 가마로죠,4
양이 생각보다 줄어들었는데 살은 더 많이 들어잇어요,4
매콤달콤 반반 주문 적당히 매콤하고 적당히 달콤하니 맛있었어요 매콤한건 식으니까 좀더 매콤한 맛이 올라오는것 같았어요 달콤한건 식으면 약간 짠맛이 올라와서 간장치킨 느낌스 떡도 맛있었어요 맛있기 다먹었습니다 다음이 또 시킬게요,5
늘 맛있어요 맛있게 잘먹었습니다,5
좀 비싼듯 하지만 맛있어요,5
양이 대자 치고 적은건 맞는것같네요 달콤강정이 바베큐맛도 나면서 더 맛은 있습니다,5
늦었지만 시간은 맞춰서옴 맛있음 특대치곤 살짝없어보이는양 포장만해서 먹었는데 배달도 나쁘지않음,5
좋아요맛도 양도 아주 좋아요,5
맛있어요 또 먹고싶은 맛이에요,5
정말 따듯하고 맛있었어요,5
배달이 빨리 와서 잘 먹었어요,5
양이 아쉬운게 최대함정,4
닭강정 좋아해서 시켜봤는데 너무 맛있어요 전체적으로 달달하긴 한데 나쁘지않아요 18000 원치곤 적은 양인것같아요 다음에는 배달 대신에 포장하러 가봐야겠어요,5
매콤한 맛은 전혀 없고 너무 달아요,3
배달하시는분이 정말친절하십니다맛나요,5
좋아용 맛있었어요 양도 많고,5
행사날이라 배달이 좀 느렸지만 잘먹었습니다,4
자주 먹는거라 맛은 좋아요 배달은 거이 2 시간 걸렸네요,5
오랫만에 먹었는데 맛이 좋았어요 또 먹고 싶네요,4
말복에 시켰습니다 요기요 씨 것들 복날을 두번이나 경험했음 서버 관리나 잘하지 우리가 계속 시켜 먹을 수 밖에 없으니깐 대충 하는데 배민한테 밀리기 싫어서 같이 쿠폰 주는 들 아무튼 가마로 사장님 알바분들 배달하신분들 힘드셨을텐데 대단히 수고하셨습니다 맛있게 잘 먹었습니다,4
다른지점보다 양도 넉넉한거같고 빠삭하니 맛있어요 양념이 부족하다 싱겁다는 글을 봐서 걱정했는데 낙낙하게 발려져있고 눅눅하지않아서 맛나네용 딱 한조각이 약간 고기비린맛이 나긴했지만 나머지는 완전 퍼펙트합니다 잘먹었습니다,5
생각보다 배달도 빨리 오고 맛있어요,5
역시 가마로에요 진짜 너무 맛있어요,5
오늘도 짱 맛나게 잘 먹었어요 더운 날씨에 건강하시고 많이 파세요,5
맛있게 잘먹었습니다,5
매운양념 만 먹다가 땡초불강정으로 시켜봤는데 매운맛 차이는 별로 없었던 것 같아요 좀 더 매웠음 하는 그리고 양념이 골고루 안 묻어 있는거 쬐끔 아쉬웠습니다 그래도 맛있게 잘 먹었습니다 역시 가마로 존맛,5
맛도있고 양도적당하고 하지만배달이 너무느려요 1 시간이상걸리네요,5
언제나 믿고 맛있게 먹는 닭강정 가마로강정 이예요,5
넘 허겁지겁 먹느라 사진을 못찍었네요 그정도로 맛있습니다,4
튀김정도하고 바삭거림은 좋은데소스가 도대체 무슨맛인지 모르겠음맵지도 않고 먼가 밍숭맹숭한맛본사에 건의하셔서 소스맛 개선이 필요할꺼 같네요담에는 매콤달콤으로 먹을라구요,5
음식 정말 맛있었습니다,5
다른 지역에서 맛있게 먹었기에 기대를 하고 주문하였는데요 80 분기다리며 먹는 치킨이기에잔뜩 기대를 했는데 실망이 커요 치킨크기와 양은 괜찮지만 맛은 튀김옷은 왜 이렇게쓰던지 매콤으로 시켰는데 맵지도 않고 달기만 하고반먹고 반 버렸어요,3
원래 리뷰 잘 안쓰는데 배달하시는분이 너무 해맑게 맛있게 드세요 해서 더 맛있네요,5
구뜨으으으으으으으으으으,5
맛이 약간 아쉽,3
맛은 있는데 기름 지방 이 너무 제거가 안됐네요 지방 덩어리가 막 씹히는데 거의 다 그러함,4
맛있게 잘 먹었습니다,5
포장주문했는데사장님 친절하시네요 양도 많고 맛도 좋은 양념치킨은 페리카나,5
정말 오랜만에 옛날 페리카나 치킨 맛을 보네요 나이드신 장모님께서도 맛이싸고하시네요 사장님 서비스도 감사드려요,5
배달도 빠르고 리뷰이벤트로 감자튀김까지 잘 먹었습니다 바삭하고 맛있어요,5
맛있어요 근데지점마다가격이랑 나오는게다르네용 샐러드있어서좋았습니당,5
맛있게 잘먹었습니다,5
배송도 빠르고 완젼 맛있어요,5
배달도늦고 리뷰이벤트남긴다는말을 까먹어서 주문후바로 전화하니 영수증에남겨져있어야 주문이가능하다고하네요 융통성도없고 리뷰적겠다고까지 전화를하는데 안된다고하는게 참어이가없네요 그런식으로 장사하면 금방망합니다 정신차리세요 그리고 알바분도 사장님께 연락해서 가능한지불가능한지 보신다고하더니 연락도없어서 제가 재차전화드리니 불가능하다고하는거보고 참불쾌했습니다 불가능한지 본인이연락준다고했으면 전화해서 설명하는게맞는거같네요 치즈볼아껴서 부자되나보세요,1
개봉 1 호점 단골이예요엄마가 다른 지점은 싫어하셔서 매번 전화주문으로 주 2 회 시켜 먹고 했는데주인이 바뀌신건지 그때 기름이 깨끗하지 않았는지 별로여서 안시켜 먹다가 오랜만에 시켰는데 다시 만족이네요 앞으로 다시 정착해서 1 호점 찜이네요맛있게 잘먹었어요,4
빠른배달에 맛있어요,5
맛있게 잘먹었습니다,5
양념치킨 너무 맛있음,5
사진을 못찍었네요 너무 맛있게먹었습니다 다음에 또 시켜먹을게요,5
배달빠르고 맛있어서 자주 시켜먹어요,5
페리카나가 양념치킨은 젤 맛난듯,5
여러분 이건 비밀인데요 이 동네 페리카나는 여기가 최고에요 저번에 여기 문닫아서 어쩔수없이 영업중인 다른데서 한번 시켰는데 역시나 두말할필요없이 이 지점이 최고에요,5
맛있게 잘 먹었습니다,5
매운양념 할지 일반양념 할지 고민했는데 매운양념이 제 취향에 잘 맞아서 맛있게 먹었습니다,5
다 좋았지만 리뷰 고구마스틱이 안와서 1 점 드릴게요,2
양념치킨 짱맛잇어용,5
너무 맛 있어요 잘먹었습니다,5
맛있어요 양념도 맛있고 바삭해요,5
양념은 무조건 페리카나가 진리죠 덕분에 직장스트레스가 확 날라갔습니다코로나때문에 힘드실텐데 항상 힘내세요,5
항상 맛있게 먹고 있읍니다 사장님 힘내세요,5
페리카나 치킨 맛있어요,5
양념치킨은 역시 페리카나가 탑,5
맛있게 먹었습니다 다음에도 또 시킬게요,5
맛있게 잘먹었습니다 감사합니다,5
양념치킨 너무맛있네요 재주문할게요,5
맛있게 먹었습니다,5
다먹느라 사진을 못찍었네요맛있어요,5
맛있게 잘 먹었어요,5
잘먹었어요 닉네임을안써서 리뷰이벤트를 못받았네요,5
치킨은 역시 페리카나가 최고죠,5
완전 맛잇어요 배달도 빠르고 역시 페리카나는 페리카나였습니다 자주 애용할게용,5
아이들이 좋아해서 늘 페리카나만시켜요,5
페리카나 양념치킨이 쵝오,5
언제나 맛있는 페리카나,5
기름 깨끗한 것 같고 맛있습니다 또 시켜먹겠습니다,5
배달이 엄청 빨리와서 놀랐네요 맛있게 잘먹었습니다,5
맛있게 잘 먹었습니다,5
흔히 생각하는 간장치킨 맛은 아니네요 호불호 있을것같습니다,3
너무 맛있어요요청사항도 잘들어주셔서더더 맛있게 먹었어요 사진은 먹는도중에찍은거에요 리뷰이벤트로주신 치즈볼도 맛있어요,5
맛있게 잘먹었습니다 서비스도 좋고 맛있네요,5
빠른 배달 너무 감사드리고 서비스로 주신 치즈볼과 치킨도 넘 맛있어요 또 주문 할게요,5
양념은 역시 페리카나,5
금하게 먹다가 정신차리고 사진 찍네요 항상 맛있게 잘 먹고 있어요,5
부모님들은 왜 페리카나만 먹는걸까요 사실 저도 페리카나만 먹습니다,5
너무 맛있게 먹었습니다 양념 최고,5
리뷰이벤트 감자튀김안줌,1
맛있게 잘 먹었어요,5
다른 앱에서도 여기서 주로 시켰어요 근데 이번에 뭔가 묘하게 닭다리살이 빈약하다는 느낌이 들었는데 기분탓인가 싶기도 해요 배가 너무 고팠나 다리살만 시키다 다리랑 날개만은 첨 시켜봤는데 괜찮았어요 음 근데 다음번에는 다리만 시킬까 해요,5
